Dato,Tid,Globalstraling,Solskinstid,Lufttemperatur,"Relativ luftfuktighet",Vindretning,Vindstyrke,Lufttrykk,Vindkast
2020-03-17,15:10,16.7,0,7,93,158,5.1,1004.1,9.9
2020-03-17,15:20,17.5,0,6.5,97,187,3.6,1004.4,6.6
2020-03-17,15:30,45.1,0,5.8,9999.99,285,3.7,1004.2,8.1
2020-03-17,15:40,20.5,0,6,9999.99,290,2.8,1004.1,8.7
2020-03-17,15:50,38.6,0,6.2,9999.99,29,1.8,1003.9,5.4
2020-03-17,16:00,46.8,0,6.5,9999.99,148,1.3,1003.9,3.6
2020-03-17,16:10,28.6,0,6.7,9999.99,146,2,1003.7,3.6
2020-03-17,16:20,5.7,0,6.1,9999.99,169,2.3,1003.9,6
2020-03-17,16:30,20.1,0,5.7,9999.99,159,3.2,1003.7,9
2020-03-17,16:40,30.8,0,5.7,9999.99,155,3.9,1003.7,9.3
2020-03-17,16:50,22.1,0,5.6,9999.99,143,3.1,1003.7,6
2020-03-17,17:00,12.2,0,6,9999.99,153,3.8,1003.7,6.9
2020-03-17,17:10,4.2,0,6.2,9999.99,151,3.8,1003.6,6.6
2020-03-17,17:20,1.7,0,5.1,9999.99,178,5.1,1004.4,13.4
2020-03-17,17:30,3.9,0,4.7,9999.99,244,5,1004.1,10.7
2020-03-17,17:40,2.5,0,4.7,9999.99,128,2.8,1003.6,6
2020-03-17,17:50,1.5,0,5,9999.99,149,2.7,1003.6,5.7
2020-03-17,18:00,0.2,0,5,9999.99,154,3.4,1004.2,7.2
2020-03-17,18:10,0.4,0,3.8,9999.99,248,5.5,1004.1,14.9
2020-03-17,18:20,0,0,3.9,9999.99,227,1.3,1004.1,3.6
2020-03-17,18:30,-0.7,0,4,9999.99,124,1.6,1004.2,3
2020-03-17,18:40,-0.6,0,4.2,9999.99,144,2.2,1004.2,3
2020-03-17,18:50,-0.6,0,4.3,9999.99,142,1.3,1004.1,2.4
2020-03-17,19:00,-0.5,0,4.5,9999.99,132,2.2,1004.1,3.9
2020-03-17,19:10,-0.3,0,4.7,9999.99,149,2,1004.2,3.3
2020-03-17,19:20,-0.1,0,4.8,9999.99,147,1.8,1004.1,3.3
2020-03-17,19:30,-0.1,0,4.9,9999.99,142,2.5,1004.1,3.9
2020-03-17,19:40,-0.1,0,5,9999.99,141,2.6,1003.9,4.2
2020-03-17,19:50,-0.1,0,5.1,9999.99,144,2.2,1003.7,3.6
2020-03-17,20:00,-0.1,0,5.2,9999.99,141,2.5,1003.7,4.2
2020-03-17,20:10,-0.1,0,5.4,9999.99,131,2.2,1003.6,4.5
2020-03-17,20:20,-0.1,0,5.6,9999.99,132,2.4,1003.6,3.9
2020-03-17,20:30,-0,0,5.6,9999.99,134,3.1,1003.4,4.8
2020-03-17,20:40,-0,0,5.6,9999.99,131,4.3,1003.2,7.2
2020-03-17,20:50,-0.1,0,5.7,9999.99,138,5.2,1003.1,10.7
2020-03-17,21:00,-0.1,0,5.7,9999.99,139,5.5,1002.9,9.6
2020-03-17,21:10,-0.1,0,5.8,9999.99,146,6.5,1002.9,12.2
2020-03-17,21:20,-0.1,0,5.6,9999.99,146,4.6,1002.7,9
2020-03-17,21:30,0.1,0,5.6,9999.99,154,3.5,1003.1,7.8
2020-03-17,21:40,0.2,0,4.6,9999.99,250,2.4,1002.9,5.4
2020-03-17,21:50,0.4,0,4.4,9999.99,272,2.9,1002.7,7.5
2020-03-17,22:00,-0.1,0,4.2,9999.99,256,1.5,1002.6,3.9
2020-03-17,22:10,0.1,0,3.8,9999.99,237,2,1002.6,4.5
2020-03-17,22:20,0,0,3.3,9999.99,248,2.7,1002.6,7.2
2020-03-17,22:30,-0,0,3.3,9999.99,245,2.5,1002.2,6.9
2020-03-17,22:40,-0.2,0,3.3,9999.99,122,2.5,1001.9,3.9
2020-03-17,22:50,-0.1,0,3.4,9999.99,127,2.2,1001.7,3.9
2020-03-17,23:00,-0.2,0,3.6,9999.99,129,1.6,1001.7,2.7
2020-03-17,23:10,-0.2,0,3.7,9999.99,125,1.7,1001.5,3.6
2020-03-17,23:20,-0.3,0,3.8,9999.99,147,1,1001,3.9
2020-03-17,23:30,-0.2,0,3.8,9999.99,133,2.1,1001,4.2
2020-03-17,23:40,-0.2,0,3.8,9999.99,141,1.6,1001,3.3
2020-03-17,23:50,-0.2,0,3.8,9999.99,136,2.9,1000.9,5.1
2020-03-18,00:00,-0.1,0,3.8,9999.99,180,2.7,1000.5,6.3
2020-03-18,00:10,-0.2,0,3.8,9999.99,138,2.8,1000.2,4.8
2020-03-18,00:20,-0.2,0,3.8,9999.99,141,2.9,1000,5.4
2020-03-18,00:30,-0.1,0,3.8,9999.99,150,2.3,1000,4.2
2020-03-18,00:40,-0.2,0,3.8,9999.99,150,2,999.9,3.3
2020-03-18,00:50,-0.2,0,3.6,9999.99,205,1.9,999.9,5.4
2020-03-18,01:00,0,0,3.4,9999.99,229,2.5,999.9,5.1
2020-03-18,01:10,0,0,3.1,9999.99,193,2.5,999.9,4.5
2020-03-18,01:20,0.1,0,3,9999.99,178,2.8,999.9,5.1
2020-03-18,01:30,-0.1,0,2.9,9999.99,157,1.6,999.7,3.6
2020-03-18,01:40,-0.1,0,2.8,9999.99,145,1.1,999.9,2.7
2020-03-18,01:50,-0.2,0,2.9,9999.99,169,0.9,999.9,2.7
2020-03-18,02:00,-0.3,0,3,9999.99,114,0.5,999.9,1.5
2020-03-18,02:10,-0.3,0,3,9999.99,111,0.5,999.9,1.8
2020-03-18,02:20,-0.2,0,2.8,9999.99,176,1.1,999.7,1.8
2020-03-18,02:30,-0.2,0,2.8,9999.99,148,1.3,999.7,2.1
2020-03-18,02:40,-0.2,0,2.7,9999.99,139,1.1,999.7,1.8
2020-03-18,02:50,-0.3,0,2.8,9999.99,146,0.9,999.7,1.8
2020-03-18,03:00,-0.3,0,3.3,9999.99,246,1.9,999.7,4.2
2020-03-18,03:10,-0.5,0,3.5,9999.99,294,2.4,999.9,4.8
2020-03-18,03:20,-0.4,0,3.5,9999.99,307,2.2,999.9,4.8
2020-03-18,03:30,-0.3,0,3.5,9999.99,313,1.9,999.9,3.6
2020-03-18,03:40,-0.2,0,3.4,9999.99,301,1.6,999.9,2.7
2020-03-18,03:50,-0.4,0,3.5,9999.99,340,0.6,999.9,1.5
2020-03-18,04:00,-0.4,0,3.4,9999.99,336,0.5,999.7,1.5
2020-03-18,04:10,-0.3,0,3.3,9999.99,151,1.2,1000,2.1
2020-03-18,04:20,-0.3,0,3.2,9999.99,170,1.2,1000,2.1
2020-03-18,04:30,-0.3,0,3.2,9999.99,195,1.7,999.9,3.3
2020-03-18,04:40,-0.3,0,3.2,9999.99,166,3.1,1000,5.1
2020-03-18,04:50,-0.1,0,2.5,9999.99,291,2.4,1000.2,5.1
2020-03-18,05:00,0.1,0,2.3,9999.99,278,3.4,1000.2,8.1
2020-03-18,05:10,-0.6,0,2.4,9999.99,243,0.8,1000.4,1.8
2020-03-18,05:20,-0.9,0,2.5,9999.99,208,1.7,1000.4,4.5
2020-03-18,05:30,-0.4,0,2.5,9999.99,160,2.1,1000.4,3.3
2020-03-18,05:40,0.4,0,2.7,9999.99,178,2.2,1000.5,3.3
2020-03-18,05:50,2.2,0,2.8,9999.99,166,2.9,1000.5,4.2
2020-03-18,06:00,5.2,0,2.8,9999.99,185,2.6,1000.7,4.5
2020-03-18,06:10,7.2,0,2.9,9999.99,227,1.4,1000.7,3.6
2020-03-18,06:20,12,0,2.8,9999.99,199,1.9,1000.7,3.9
2020-03-18,06:30,14.9,0,2.8,9999.99,210,1.6,1000.9,2.7
2020-03-18,06:40,35.2,0,2.9,9999.99,189,2,1001,4.2
2020-03-18,06:50,26.3,0,2.9,9999.99,188,0.7,1001.2,2.1
2020-03-18,07:00,25.7,0,2.9,9999.99,223,1,1001.4,2.4
2020-03-18,07:10,29.5,0,3,9999.99,201,1.2,1001.5,3.3
2020-03-18,07:20,55.1,0,3.2,9999.99,182,1.3,1001.5,2.1
2020-03-18,07:30,91.6,0,3.5,9999.99,192,1.4,1001.7,3
2020-03-18,07:40,146.3,0,3.8,9999.99,170,1.7,1001.5,3
2020-03-18,07:50,18.1,0,3.8,9999.99,165,1.2,1001.9,3
2020-03-18,08:00,49.6,0,3.6,9999.99,315,1.1,1001.9,2.1
2020-03-18,08:10,156.5,0,3.8,9999.99,167,1.3,1002,2.7
2020-03-18,08:20,40.6,0,3.2,9999.99,251,3.9,1002.4,10.2
2020-03-18,08:30,78.5,0,3.3,9999.99,243,3.1,1002.6,6.9
2020-03-18,08:40,109.3,0,3.4,9999.99,229,1.9,1002.6,5.4
2020-03-18,08:50,102.3,0,3.6,9999.99,201,1.8,1002.7,3.6
2020-03-18,09:00,201.9,0,3.9,9999.99,218,1.1,1002.9,2.7
2020-03-18,09:10,164.2,0,4,9999.99,147,1.3,1003.1,2.7
2020-03-18,09:20,166,0,4.2,9999.99,153,1.3,1003.1,3.9
2020-03-18,09:30,141.2,0,4.4,9999.99,167,2.5,1003.1,6
2020-03-18,09:40,140.8,0,4.4,96,179,2.1,1003.1,4.8
2020-03-18,09:50,167.7,0,4.7,94,197,2.5,1003.2,6.3
2020-03-18,10:00,156.5,0,4.6,93,161,3.2,1003.2,5.7
2020-03-18,10:10,190.2,0,4.6,95,164,4,1003.2,6.6
2020-03-18,10:20,200.8,0,4.9,95,165,3.1,1003.2,5.4
2020-03-18,10:30,194,0,5.4,90,212,2.2,1003.4,5.4
2020-03-18,10:40,252.1,0,5.7,88,247,3.8,1003.2,8.1
2020-03-18,10:50,367.1,0,5.7,83,246,5,1003.6,11.3
2020-03-18,11:00,335,0,5.7,85,247,5.5,1003.7,11.3
2020-03-18,11:10,247,0,5.6,85,269,3.1,1003.7,9.3
2020-03-18,11:20,196.3,0,5.7,79,264,5.7,1003.9,12.2
2020-03-18,11:30,183.8,0,5.6,83,260,3.6,1004.1,9.9
2020-03-18,11:40,197.4,0,5.3,83,245,5.8,1004.4,12.2
2020-03-18,11:50,177.6,0,5.2,84,251,5.2,1004.4,11
2020-03-18,12:00,172.7,0,5.3,85,253,3.9,1004.4,8.1
2020-03-18,12:10,152.2,0,5.5,84,265,4.7,1004.6,9.9
2020-03-18,12:20,223.7,0,5.5,78,247,4,1004.6,8.1
2020-03-18,12:30,179.4,0,5.6,78,261,3.7,1004.7,7.5
2020-03-18,12:40,159.6,0,5.6,79,248,3,1004.7,8.4
2020-03-18,12:50,190,0,5.6,81,249,4,1004.6,8.4
2020-03-18,13:00,67.4,0,5.2,83,256,3.1,1004.7,8.1
2020-03-18,13:10,290.4,0,4.6,93,287,5.3,1004.9,13.4
2020-03-18,13:20,354.8,0,5.2,84,285,2.8,1004.7,9.6
2020-03-18,13:30,393.7,0,5.7,83,270,4,1005.1,8.1
2020-03-18,13:40,323.1,0,5.6,80,264,3.5,1004.9,8.1
2020-03-18,13:50,382.6,0,5.7,81,260,4.3,1005.1,8.7
2020-03-18,14:00,183.2,0,5.8,83,262,3.4,1005.2,9.3
2020-03-18,14:10,131.6,0,5.8,83,263,4,1005.2,8.7
2020-03-18,14:20,102.7,0,5.7,84,251,3.1,1005.2,6.3
2020-03-18,14:30,86.5,0,5.7,85,256,5.4,1005.2,11.9
2020-03-18,14:40,78.6,0,5.6,84,253,3.7,1005.2,7.8
2020-03-18,14:50,98.4,0,5.6,86,250,2.6,1005.4,6
2020-03-18,15:00,87.7,0,5.5,85,268,3.1,1005.4,8.4
2020-03-18,15:10,115.1,0,5.4,85,264,4,1005.6,8.7
2020-03-18,15:20,121,0,5.5,85,264,3.1,1005.6,7.2
2020-03-18,15:30,90.8,0,5.3,83,253,3.7,1005.4,7.5
2020-03-18,15:40,75,0,5.1,85,249,5,1005.6,11.3
2020-03-18,15:50,76.5,0,5,88,254,4,1005.8,10.4
2020-03-18,16:00,89.8,0,5.1,90,242,3.9,1005.9,7.8
2020-03-18,16:10,57.9,0,5.2,90,241,2.6,1005.6,5.7
2020-03-18,16:20,32.7,0,5.3,89,257,3.1,1005.8,7.2
2020-03-18,16:30,44,0,4.9,89,260,4.2,1005.8,10.7
2020-03-18,16:40,40.8,0,4.8,88,274,4.6,1005.9,9.6
2020-03-18,16:50,26.9,0,4.8,89,268,3.1,1005.9,6.9
2020-03-18,17:00,17.2,0,4.7,90,280,2.5,1006.1,4.8
2020-03-18,17:10,27.5,0,4.7,92,236,2.3,1006.1,5.1
2020-03-18,17:20,16.3,0,4.7,93,230,2.9,1006.3,6.3
2020-03-18,17:30,4.5,0,4.7,92,249,1.7,1006.3,3.6
2020-03-18,17:40,1.3,0,4.1,98,276,6.4,1006.4,13.7
2020-03-18,17:50,0.4,0,3,9999.99,264,4.3,1006.8,9.9
2020-03-18,18:00,0.6,0,2.8,9999.99,254,2.3,1007.1,7.2
2020-03-18,18:10,0.2,0,2.8,9999.99,269,2.2,1007.1,4.5
2020-03-18,18:20,-0.3,0,3,9999.99,281,1.6,1007.1,3.9
2020-03-18,18:30,-0.6,0,2.8,9999.99,165,2,1007.1,3.3
2020-03-18,18:40,-0.5,0,2.9,9999.99,153,1.9,1007.3,3
2020-03-18,18:50,-0.3,0,2.9,9999.99,146,1.4,1007.4,3.3
2020-03-18,19:00,-0.3,0,3,9999.99,158,2.5,1007.4,3.6
2020-03-18,19:10,-0.2,0,3.1,9999.99,168,3.1,1007.4,4.2
2020-03-18,19:20,-0.2,0,3.2,9999.99,166,3.2,1007.6,5.1
2020-03-18,19:30,-0.1,0,3.4,9999.99,168,2.6,1007.6,4.5
2020-03-18,19:40,-0,0,3.5,9999.99,178,1.7,1007.8,4.8
2020-03-18,19:50,-0.2,0,3.5,9999.99,255,4.3,1007.9,9
2020-03-18,20:00,-0.2,0,3,9999.99,263,3.7,1008.1,7.5
2020-03-18,20:10,-0.1,0,2.4,9999.99,244,3.5,1008.1,7.8
2020-03-18,20:20,-0.2,0,2.5,9999.99,238,3.8,1008.1,7.8
2020-03-18,20:30,-0.3,0,2.5,9999.99,190,3.1,1008.3,5.1
2020-03-18,20:40,-0.3,0,2.6,9999.99,160,2.9,1008.3,5.4
2020-03-18,20:50,-0.3,0,2.7,9999.99,167,1.8,1008.6,3.3
2020-03-18,21:00,-0.2,0,2.8,9999.99,228,3.2,1008.6,7.2
2020-03-18,21:10,-0.1,0,2.8,9999.99,220,2.2,1008.4,7.2
2020-03-18,21:20,-0.4,0,2.8,9999.99,160,2.4,1008.4,3.9
2020-03-18,21:30,-0.4,0,3,9999.99,154,1.9,1008.4,3
2020-03-18,21:40,-0.4,0,3,9999.99,157,1.9,1008.6,3.3
2020-03-18,21:50,-0.5,0,3.1,9999.99,165,1.3,1008.6,2.4
2020-03-18,22:00,-0.5,0,3.2,9999.99,163,2.7,1008.6,4.8
2020-03-18,22:10,-0.2,0,3.2,9999.99,169,3.7,1008.8,4.8
2020-03-18,22:20,-0.2,0,3.2,9999.99,159,3.4,1008.6,5.1
2020-03-18,22:30,-0.3,0,3.2,9999.99,161,3.1,1008.8,4.2
2020-03-18,22:40,-0.2,0,3.3,9999.99,166,2.6,1009,4.2
2020-03-18,22:50,-0.3,0,3.2,9999.99,161,1.6,1009.1,2.7
2020-03-18,23:00,-0.2,0,3.1,9999.99,154,1.9,1009.1,2.7
2020-03-18,23:10,-0.2,0,3,9999.99,147,1.6,1009,2.7
2020-03-18,23:20,-0.2,0,3.1,9999.99,163,1.9,1009.1,2.7
2020-03-18,23:30,-0.4,0,3.3,9999.99,152,2.4,1009.1,3.6
2020-03-18,23:40,-0.2,0,3.2,9999.99,151,2.2,1009.1,3.3
2020-03-18,23:50,-0.2,0,3.3,9999.99,157,3.1,1009.1,4.5
2020-03-19,00:00,-0.2,0,3.5,9999.99,150,2.7,1009.1,3.9
2020-03-19,00:10,-0.2,0,3.6,9999.99,154,2.8,1009.1,3.9
2020-03-19,00:20,-0.3,0,3.7,9999.99,165,2.5,1009.1,3.3
2020-03-19,00:30,-0.1,0,3.6,9999.99,159,2.4,1009.3,3.6
2020-03-19,00:40,-0.3,0,3.6,9999.99,145,2.5,1009.1,3.6
2020-03-19,00:50,-0.2,0,3.6,9999.99,140,2.5,1009.1,4.8
2020-03-19,01:00,-0.3,0,3.5,9999.99,150,2.7,1009.1,4.5
2020-03-19,01:10,-0.2,0,3.5,9999.99,153,2.9,1009.1,4.2
2020-03-19,01:20,-0.2,0,3.4,9999.99,138,3.2,1009.1,5.4
2020-03-19,01:30,-0.2,0,3.3,9999.99,144,2.9,1009.3,5.1
2020-03-19,01:40,-0.1,0,3.1,9999.99,148,3.1,1009.1,5.1
2020-03-19,01:50,-0.1,0,3.1,9999.99,151,3,1009.3,4.8
2020-03-19,02:00,-0.2,0,3,9999.99,143,1.6,1009.3,2.7
2020-03-19,02:10,-0.2,0,3,9999.99,139,3.1,1009.3,4.8
2020-03-19,02:20,-0.2,0,3,9999.99,139,3.4,1009.1,4.8
2020-03-19,02:30,-0.1,0,2.8,9999.99,131,3.6,1009.1,5.4
2020-03-19,02:40,-0.1,0,3,9999.99,140,3.4,1009.3,5.7
2020-03-19,02:50,-0.2,0,3,9999.99,147,3.7,1009.3,6.3
2020-03-19,03:00,-0.2,0,2.8,9999.99,160,4,1009.3,7.5
2020-03-19,03:10,0,0,2.2,9999.99,164,5.2,1009.3,7.2
2020-03-19,03:20,-0,0,1.6,9999.99,141,3.3,1009.1,6
2020-03-19,03:30,0,0,1.7,9999.99,137,3.8,1009.1,5.7
2020-03-19,03:40,-0.1,0,1.9,9999.99,147,2.5,1009.1,4.8
2020-03-19,03:50,-0.3,0,2,9999.99,130,2.5,1009.1,4.2
2020-03-19,04:00,-0.3,0,2.2,9999.99,153,3.4,1009.1,5.1
2020-03-19,04:10,-0.3,0,2.2,9999.99,156,3.5,1009.1,4.8
2020-03-19,04:20,-0.2,0,2.1,9999.99,133,3.1,1009.1,4.2
2020-03-19,04:30,-0.3,0,2.3,9999.99,149,3.4,1009.1,4.5
2020-03-19,04:40,-0.3,0,2.4,9999.99,149,2.7,1009.1,3.3
2020-03-19,04:50,-0.3,0,2.4,9999.99,144,2.8,1009,4.5
2020-03-19,05:00,-0.4,0,2.6,9999.99,151,3.7,1009,5.4
2020-03-19,05:10,-0.2,0,2.7,9999.99,144,2.8,1009,4.2
2020-03-19,05:20,-0.1,0,2.7,9999.99,138,2.9,1008.8,4.5
2020-03-19,05:30,0.2,0,2.8,9999.99,145,3.7,1008.8,6
2020-03-19,05:40,1.4,0,2.8,9999.99,146,4.3,1008.6,6.6
2020-03-19,05:50,2.6,0,2.7,9999.99,149,4.5,1008.6,6.9
2020-03-19,06:00,1.5,0,2.9,9999.99,149,3.3,1008.8,5.1
2020-03-19,06:10,4.9,0,2.9,9999.99,171,2,1008.8,3.3
2020-03-19,06:20,9.1,0,3,9999.99,151,3.4,1008.8,6.3
2020-03-19,06:30,4.8,0,3,9999.99,142,2.5,1008.6,4.8
2020-03-19,06:40,10.5,0,3.1,9999.99,142,2.3,1008.4,3.6
2020-03-19,06:50,18,0,3.4,9999.99,152,2.5,1008.4,3.9
2020-03-19,07:00,19.6,0,3.6,9999.99,161,3,1008.4,4.8
2020-03-19,07:10,11.4,0,3.8,9999.99,144,4.1,1008.4,8.1
2020-03-19,07:20,17.3,0,3.8,9999.99,144,4,1008.4,6.6
2020-03-19,07:30,25.8,0,3.8,9999.99,169,2.5,1008.4,4.5
2020-03-19,07:40,34.5,0,3.9,9999.99,159,3.6,1008.4,6.9
2020-03-19,07:50,49.5,0,4.1,9999.99,150,4.4,1008.4,7.5
2020-03-19,08:00,48.6,0,4.4,9999.99,142,5.1,1008.4,8.4
2020-03-19,08:10,63.4,0,4.5,9999.99,147,5.2,1008.4,9.3
2020-03-19,08:20,60.2,0,4.7,9999.99,150,4.1,1008.6,8.1
2020-03-19,08:30,83.7,0,4.6,9999.99,144,4.4,1008.8,7.5
2020-03-19,08:40,79.4,0,4.5,9999.99,151,3.4,1008.8,5.4
2020-03-19,08:50,69.1,0,4.4,9999.99,146,3.7,1009,7.2
2020-03-19,09:00,112.3,0,4.2,9999.99,151,3.1,1009,5.1
2020-03-19,09:10,116.6,0,4.2,9999.99,141,2.6,1009.1,5.1
2020-03-19,09:20,82.5,0,4.3,9999.99,157,2.8,1009.3,5.4
2020-03-19,09:30,95.3,0,4.2,9999.99,169,1.8,1009.5,3.3
2020-03-19,09:40,89.4,0,4.1,9999.99,176,1.2,1009.6,2.4
2020-03-19,09:50,161,0,4.4,9999.99,165,0.9,1009.8,2.4
2020-03-19,10:00,246.5,0,4.7,9999.99,97,0.2,1009.8,0.9
2020-03-19,10:10,196.8,0,4.7,9999.99,105,0.4,1009.8,1.5
2020-03-19,10:20,252.3,0,4.9,9999.99,113,0.7,1010,1.5
2020-03-19,10:30,306.8,0,5.1,9999.99,204,0.6,1010.1,1.5
2020-03-19,10:40,240.3,0,5.2,9999.99,70,0.6,1010.3,1.8
2020-03-19,10:50,224,0,5,9999.99,309,1.3,1010.3,2.1
2020-03-19,11:00,227.9,0,5,9999.99,302,1.3,1010.5,2.1
2020-03-19,11:10,287.6,0,5.6,9999.99,309,1.9,1010.6,3.6
2020-03-19,11:20,375,0,5.8,9999.99,342,3.5,1011,6
2020-03-19,11:30,412.4,0,5.2,9999.99,328,5.1,1011,8.4
2020-03-19,11:40,337.4,0,4.9,9999.99,327,5.7,1011.3,8.7
2020-03-19,11:50,215.7,0,4,9999.99,325,6,1011.5,9
2020-03-19,12:00,238.4,0,3.8,9999.99,323,5.7,1011.8,8.4
2020-03-19,12:10,207.4,0,3.8,9999.99,330,6.2,1012.2,9.3
2020-03-19,12:20,181.4,0,4.2,9999.99,337,4.7,1012.5,9.6
2020-03-19,12:30,174.2,0,3.8,9999.99,318,4,1012.7,6.6
2020-03-19,12:40,225.5,0,3.9,9999.99,323,4.3,1012.8,6.9
2020-03-19,12:50,182,0,4.1,9999.99,331,4.9,1013,7.8
2020-03-19,13:00,100.1,0,4.3,9999.99,333,4.8,1013.3,7.8
2020-03-19,13:10,84.2,0,4.5,9999.99,334,5.2,1013.3,8.1
2020-03-19,13:20,87.5,0,4.7,9999.99,334,4.8,1013.5,8.7
2020-03-19,13:30,61.2,0,4.7,9999.99,332,4.4,1013.7,8.4
2020-03-19,13:40,48,0,4.5,9999.99,334,5.8,1013.8,9.6
2020-03-19,13:50,88.5,0,4.7,9999.99,333,5.7,1014.2,10.2
2020-03-19,14:00,135.2,0,4.8,98,330,5.1,1014.2,9
2020-03-19,14:10,136.2,0,4.8,95,329,5.3,1014.2,9
2020-03-19,14:20,134.1,0,4.8,87,332,6.5,1014.3,10.7
2020-03-19,14:30,201.9,0,5.1,86,329,5,1014.7,9.3
2020-03-19,14:40,157.4,0,5.1,85,329,4.9,1014.7,8.7
2020-03-19,14:50,136.2,0,5.1,83,322,5.3,1015,9.9
2020-03-19,15:00,115.1,0,5,83,325,5.2,1015.2,8.1
2020-03-19,15:10,177.6,0,5.2,82,317,4.6,1015.4,7.5
2020-03-19,15:20,193.1,0,5,80,322,5.4,1015.4,8.7
2020-03-19,15:30,171.2,0,4.9,78,332,4.6,1015.4,8.7
2020-03-19,15:40,274.7,0,5.1,77,327,4.7,1015.5,8.7
2020-03-19,15:50,109.9,0,4.7,73,325,5.6,1015.7,9
2020-03-19,16:00,161,0,4.8,72,329,5.9,1015.9,9.3
2020-03-19,16:10,139.4,0,4.8,73,331,5.6,1016,8.4
2020-03-19,16:20,93.8,0,4.8,73,333,5.3,1016.2,7.8
2020-03-19,16:30,63.2,0,4.8,75,326,4.5,1016.5,7.2
2020-03-19,16:40,56.7,0,4.8,73,326,4.2,1016.5,6.9
2020-03-19,16:50,47.4,0,4.7,75,321,3.7,1016.7,5.7
2020-03-19,17:00,45.3,0,4.7,76,320,3.7,1016.7,5.4
2020-03-19,17:10,39.4,0,4.7,77,325,3.4,1016.9,5.4
2020-03-19,17:20,32.8,0,4.8,79,334,3,1017,4.5
2020-03-19,17:30,20.5,0,4.8,80,331,2.7,1017.2,4.2
2020-03-19,17:40,6.9,0,4.7,85,313,3.1,1017.4,6
2020-03-19,17:50,4.5,0,4.5,87,325,3.7,1017.7,6
2020-03-19,18:00,1.7,0,4.5,89,320,2.7,1017.7,5.1
2020-03-19,18:10,0.4,0,4.3,91,311,2.3,1017.9,4.5
2020-03-19,18:20,-0.9,0,4.1,93,307,1.7,1017.9,3.3
2020-03-19,18:30,-0.7,0,4.1,95,299,1.5,1018,2.7
2020-03-19,18:40,-0.6,0,3.8,98,319,1.7,1018,3.6
2020-03-19,18:50,-0.3,0,3.4,9999.99,348,1.9,1018.2,4.5
2020-03-19,19:00,-0.6,0,3.2,9999.99,17,0.9,1018.2,1.5
2020-03-19,19:10,-0.4,0,3,9999.99,124,1.7,1018.4,3.3
2020-03-19,19:20,-0.4,0,2.9,9999.99,135,2,1018.6,3
2020-03-19,19:30,-0.3,0,2.8,9999.99,161,0.8,1018.7,1.8
2020-03-19,19:40,-0.2,0,2.7,9999.99,86,0.6,1018.7,1.5
2020-03-19,19:50,-0.3,0,2.7,9999.99,48,0.8,1018.7,1.8
2020-03-19,20:00,-0.2,0,2.3,9999.99,124,1.9,1018.7,2.7
2020-03-19,20:10,-0.2,0,2.2,9999.99,134,1.9,1018.9,2.7
2020-03-19,20:20,-0.2,0,2.3,9999.99,135,2,1018.9,2.7
2020-03-19,20:30,-0.2,0,2.2,9999.99,154,1.6,1019.1,2.4
2020-03-19,20:40,-0.2,0,2.2,9999.99,150,1.6,1019.1,2.4
2020-03-19,20:50,-0.3,0,2.2,9999.99,157,2.2,1019.1,3.6
2020-03-19,21:00,-0.4,0,2.4,9999.99,150,2,1019.2,3
2020-03-19,21:10,-0.5,0,2.4,9999.99,131,1.6,1019.2,2.4
2020-03-19,21:20,-0.4,0,2.4,9999.99,137,1.6,1019.4,2.7
2020-03-19,21:30,-0.4,0,2.3,9999.99,153,1.8,1019.6,2.4
2020-03-19,21:40,-0.3,0,2.4,9999.99,141,1.1,1019.7,1.8
2020-03-19,21:50,-0.3,0,2.3,9999.99,147,1.2,1019.7,1.8
2020-03-19,22:00,-0.2,0,2.4,9999.99,141,1,1019.9,1.8
2020-03-19,22:10,-0.4,0,2.2,9999.99,140,1.5,1019.9,2.1
2020-03-19,22:20,-0.5,0,2.2,9999.99,153,2,1019.9,3
2020-03-19,22:30,-0.4,0,2.2,9999.99,161,1.9,1020.1,2.7
2020-03-19,22:40,-0.2,0,2.2,9999.99,144,1.5,1020.1,2.4
2020-03-19,22:50,-0.3,0,2.3,9999.99,133,1.6,1020.1,2.4
2020-03-19,23:00,-0.4,0,2.2,9999.99,135,1.6,1020.1,2.1
2020-03-19,23:10,-0.4,0,2.2,9999.99,137,1.6,1020.2,2.4
2020-03-19,23:20,-0.4,0,2.3,9999.99,142,1.6,1020.2,2.4
2020-03-19,23:30,-0.5,0,2.3,9999.99,149,1.5,1020.4,2.1
2020-03-19,23:40,-0.4,0,2.3,9999.99,134,1.3,1020.4,1.8
2020-03-19,23:50,-0.4,0,2.3,9999.99,146,1,1020.6,1.5
2020-03-20,00:00,-0.4,0,2.3,9999.99,122,1.3,1020.6,2.1
2020-03-20,00:10,-0.3,0,2.3,9999.99,124,1.3,1020.6,2.4
2020-03-20,00:20,-0.4,0,2.3,9999.99,137,1.5,1020.7,2.4
2020-03-20,00:30,-0.5,0,2.2,9999.99,131,1.7,1020.7,2.4
2020-03-20,00:40,-0.7,0,2.2,9999.99,137,1.5,1020.7,2.4
2020-03-20,00:50,-0.6,0,2.3,9999.99,126,0.8,1020.9,1.8
2020-03-20,01:00,-0.4,0,2.3,9999.99,145,1.1,1020.9,1.8
2020-03-20,01:10,-0.3,0,2.2,9999.99,145,1.3,1021.1,2.4
